policy,seed,rounds,S,k,top_gap_lambda,transition_dominance,context_noise_level,transition_variant,trust_scale_mult,gate_scale_mult,gate_mode,beta_gate_concentration,trust_floor,trust_cap,support_mask_enabled,avg_reward,cum_reward,oracle_cum_reward,reward_pct_oracle,cum_regret,top1_agreement,top2_agreement,transition_l1_error,off_support_leakage,runtime_seconds,policy_label,experiment_id
oracle,20261649,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,8115.640467323096,811564.0467323096,924916.2490570234,87.74459823359365,113352.20232471381,0.73,0.92,0.3722467772977649,0.009524761652434597,0.025855208999928436,oracle,context_noise_refinement
state_thompson,20262547,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,3657.1681717872602,365716.817178726,923710.8255867724,39.592132845948875,557994.0084080463,0.23,0.44,0.37164614480461594,0.009508771222965371,0.02952458400022806,state_thompson,context_noise_refinement
global_ucb_tw,20262383,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5451.7645677373,545176.45677373,996129.8713970986,54.72945570933492,450953.41462336865,0.34,0.67,0.3719963418901295,0.009518233090203762,3.5063878749997457,global_ucb_tw_dense,context_noise_refinement
local_ucb_tw,20262281,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5435.488146546215,543548.8146546215,946841.6969046287,57.406514355204926,403292.8822500071,0.38,0.63,0.3711043197506123,0.00949597741426366,3.4718657090002125,local_ucb_tw_dense,context_noise_refinement
exp4,20261404,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,7013.505153921786,701350.5153921786,886316.5880509863,79.13092509466072,184966.07265880774,0.48,0.76,0.37204995454987877,0.009519715513164573,3.468404959000054,exp4_dense,context_noise_refinement
tw,20261254,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,4124.398501795832,412439.8501795832,988801.0320633113,41.71110636069556,576361.1818837281,0.25,0.47,0.3713219295734326,0.0095015457082787,3.3870600840000407,tw_dense,context_noise_refinement
tm_tw,20261574,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,3939.444172708819,393944.41727088194,895330.6316037144,43.99988153708641,501386.2143328325,0.28,0.52,0.37244088820360854,0.009525673286595808,3.4264400409997506,tm_tw_dense,context_noise_refinement
tm_tw_refined,20262402,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,7171.174349165893,717117.4349165893,972856.5620947399,73.71255566930678,255739.12717815058,0.49,0.78,0.3725850351496644,0.00953386659861969,3.457291707999957,tm_tw_refined_dense,context_noise_refinement
tw,20261466,100,100,2,0.0,0.45,0.2,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,3091.4302488252974,309143.02488252975,841314.118671562,36.745255787537204,532171.0937890323,0.16,0.46,0.3168405113137399,0.00810745167660921,3.3745655840002655,tw_offline,context_noise_refinement
tm_tw,20261786,100,100,2,0.0,0.45,0.2,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,4889.854473056923,488985.4473056923,935308.3470772797,52.28066752891814,446322.8997715874,0.38,0.5,0.3163880132772203,0.008095669321403582,3.2758777920003013,tm_tw_offline,context_noise_refinement
tm_tw_refined,20262614,100,100,2,0.0,0.45,0.2,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,7340.138480167359,734013.848016736,947010.0788682337,77.50855713108689,212996.23085149773,0.47,0.76,0.3155062161947365,0.008073309157539281,3.3551771249999547,tm_tw_refined_offline,context_noise_refinement
tw,20262078,100,100,2,0.0,0.45,0.2,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,5228.096953119929,522809.6953119929,965647.9233357392,54.140819099573726,442838.2280237463,0.42,0.59,0.3160281944686014,0.008085803970902451,3.3657714579999265,tw_gated_offline,context_noise_refinement
tm_tw,20262398,100,100,2,0.0,0.45,0.2,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,4933.72361621221,493372.36162122095,943999.5545436932,52.26404602062607,450627.19292247226,0.29,0.6,0.31624527123361573,0.008092091394975943,3.3076503749998665,tm_tw_gated_offline,context_noise_refinement
tm_tw_refined,20263226,100,100,2,0.0,0.45,0.2,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,8155.125175518624,815512.5175518624,1004092.8587827893,81.21883453493203,188580.34123092692,0.54,0.79,0.31624765913459735,0.008092281519315115,3.277260457999546,tm_tw_refined_gated_offline,context_noise_refinement
tw,20262358,100,100,2,0.0,0.45,0.2,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,3500.1126974855806,350011.26974855806,939632.1629870416,37.24981791128674,589620.8932384836,0.21,0.52,0.07436489483817463,0.000539682124900815,3.0808340000003227,tw_support_offline,context_noise_refinement
tm_tw,20262678,100,100,2,0.0,0.45,0.2,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,2963.5028211825033,296350.2821182503,961964.2667154938,30.806786943355096,665613.9845972434,0.24,0.56,0.07121628779205996,0.0005073273253273342,3.2153536250002617,tm_tw_support_offline,context_noise_refinement
tm_tw_refined,20263506,100,100,2,0.0,0.45,0.2,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,7340.448992618109,734044.8992618108,961044.9352417741,76.3798728180326,227000.03597996326,0.49,0.73,0.07134344057571941,0.0004628360466369839,3.0845855839997967,tm_tw_refined_support_offline,context_noise_refinement
oracle,20261640,100,100,2,0.0,0.45,0.3,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,8110.626802931431,811062.680293143,994138.2711723272,81.58449421092158,183075.5908791842,0.7,0.82,0.37531660145688206,0.009603763095584032,0.04583012500006589,oracle,context_noise_refinement
state_thompson,20262538,100,100,2,0.0,0.45,0.3,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,3516.9156989417597,351691.569894176,845680.0813360603,41.586833798728094,493988.51144188433,0.26,0.42,0.3755012008143271,0.009608486703571574,0.03198604199997135,state_thompson,context_noise_refinement
global_ucb_tw,20262374,100,100,2,0.0,0.45,0.3,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5343.667850827365,534366.7850827365,991025.9598295299,53.92056381395448,456659.17474679335,0.27,0.59,0.3760467460452416,0.009621069086404201,3.5722544999998718,global_ucb_tw_dense,context_noise_refinement
local_ucb_tw,20262272,100,100,2,0.0,0.45,0.3,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,3947.7199514310223,394771.99514310225,873305.6024644877,45.20433557611986,478533.6073213854,0.27,0.57,0.37557732130928523,0.00961043450763209,3.2255529580002076,local_ucb_tw_dense,context_noise_refinement
exp4,20261395,100,100,2,0.0,0.45,0.3,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6947.999442863033,694799.9442863034,914707.2123756224,75.95872590550707,219907.268089319,0.45,0.69,0.3762934837929828,0.00962875998219058,3.356815582999843,exp4_dense,context_noise_refinement
tw,20261245,100,100,2,0.0,0.45,0.3,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,3642.201242349456,364220.12423494563,949069.8681417147,38.3765343797176,584849.7439067691,0.23,0.57,0.3756653465661482,0.009612686935875492,3.3378817090001576,tw_dense,context_noise_refinement
tm_tw,20261565,100,100,2,0.0,0.45,0.3,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,4174.134006985894,417413.4006985894,879493.1646695619,47.46067592866598,462079.7639709725,0.28,0.61,0.37600134395775675,0.00962128458206865,3.558062792000328,tm_tw_dense,context_noise_refinement
tm_tw_refined,20262393,100,100,2,0.0,0.45,0.3,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5506.80200041809,550680.200041809,798077.4652355745,69.00084566092347,247397.26519376552,0.4,0.73,0.37666133059770335,0.0096370188179198,3.540144041000076,tm_tw_refined_dense,context_noise_refinement
tw,20261457,100,100,2,0.0,0.45,0.3,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,4963.389609205841,496338.9609205841,898529.0037868825,55.239058375271796,402190.0428662984,0.33,0.57,0.31942692507273723,0.00817297564106399,3.084461999999803,tw_offline,context_noise_refinement
tm_tw,20261777,100,100,2,0.0,0.45,0.3,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,4196.16897082766,419616.897082766,902596.0522530758,46.4899991569109,482979.15517030976,0.25,0.53,0.3205809063023358,0.008203162517043512,3.127062209000087,tm_tw_offline,context_noise_refinement
tm_tw_refined,20262605,100,100,2,0.0,0.45,0.3,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,6119.956719100955,611995.6719100955,952040.2553843351,64.2825414628119,340044.58347423957,0.32,0.62,0.31971629981108973,0.008181038593186698,3.1097506659998544,tm_tw_refined_offline,context_noise_refinement
tw,20262069,100,100,2,0.0,0.45,0.3,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,4297.37650534613,429737.65053461306,921822.4352785888,46.618267693250466,492084.78474397573,0.24,0.49,0.3192164712445792,0.00816824876421953,3.0821763330000067,tw_gated_offline,context_noise_refinement
tm_tw,20262389,100,100,2,0.0,0.45,0.3,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,5337.065025561078,533706.5025561078,841381.3488223447,63.43217653958222,307674.84626623685,0.34,0.62,0.3191837564613117,0.008167411644233347,3.361917249999806,tm_tw_gated_offline,context_noise_refinement
tm_tw_refined,20263217,100,100,2,0.0,0.45,0.3,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,5961.455360854826,596145.5360854826,764784.3984339843,77.94948972627891,168638.8623485017,0.45,0.71,0.31930415566312104,0.008170492470944946,3.330654208999931,tm_tw_refined_gated_offline,context_noise_refinement
tw,20262349,100,100,2,0.0,0.45,0.3,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,4839.340554153402,483934.05541534023,893255.4001349254,54.17644890165147,409321.34471958515,0.34,0.68,0.07268475542760693,0.00071638122211478,3.1044270409997807,tw_support_offline,context_noise_refinement
tm_tw,20262669,100,100,2,0.0,0.45,0.3,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,3971.6829325752433,397168.2932575243,968789.4071184355,40.99634970605847,571621.1138609112,0.24,0.54,0.07464175879524171,0.0007133283672787649,3.20060175000026,tm_tw_support_offline,context_noise_refinement
tm_tw_refined,20263497,100,100,2,0.0,0.45,0.3,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,5429.208435831256,542920.8435831256,857466.1847200777,63.31688097535458,314545.34113695205,0.4,0.69,0.07213791564872567,0.0006834954082554965,3.0909621670002707,tm_tw_refined_support_offline,context_noise_refinement
oracle,20261641,100,100,2,0.0,0.45,0.3,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,10834.379197013264,1083437.9197013264,1195550.1953722914,90.62253712935461,112112.27567096497,0.77,0.96,0.37722275932780225,0.009652417295653545,0.026144666000163852,oracle,context_noise_refinement
state_thompson,20262539,100,100,2,0.0,0.45,0.3,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5523.377042190858,552337.7042190859,1052216.9263768909,52.49275984572458,499879.222157805,0.28,0.5,0.37457711454655346,0.009584840785535625,0.028842416999850684,state_thompson,context_noise_refinement
global_ucb_tw,20262375,100,100,2,0.0,0.45,0.3,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,7392.095657601897,739209.5657601897,1258663.9453140034,58.72970052985639,519454.3795538137,0.35,0.58,0.3754818684989025,0.009607992019945255,3.4152054170003794,global_ucb_tw_dense,context_noise_refinement
local_ucb_tw,20262273,100,100,2,0.0,0.45,0.3,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5985.594212722348,598559.4212722348,1106704.2451122985,54.084858164748276,508144.82384006376,0.25,0.54,0.3760144558518919,0.00962153670589136,3.5195093749998705,local_ucb_tw_dense,context_noise_refinement
exp4,20261396,100,100,2,0.0,0.45,0.3,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,9472.51308936979,947251.308936979,1324599.3785068598,71.51228698331097,377348.0695698807,0.46,0.74,0.37723461208130543,0.009652841978799627,3.5382257080000272,exp4_dense,context_noise_refinement
tw,20261246,100,100,2,0.0,0.45,0.3,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5819.785605605229,581978.5605605228,1188914.4148144193,48.95041672544321,606935.8542538965,0.32,0.57,0.3760919457963546,0.009623602940996925,3.435534458999882,tw_dense,context_noise_refinement
tm_tw,20261566,100,100,2,0.0,0.45,0.3,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5790.9068926723385,579090.6892672338,1063011.3333412788,54.47643605520406,483920.644074045,0.35,0.62,0.3769857015618539,0.009646472749057234,3.4893637499999386,tm_tw_dense,context_noise_refinement
tm_tw_refined,20262394,100,100,2,0.0,0.45,0.3,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,8361.10223817747,836110.2238177469,1228086.2021823141,68.08237258361632,391975.9783645673,0.43,0.65,0.3753762669639423,0.00960528984231615,3.598418500000207,tm_tw_refined_dense,context_noise_refinement
tw,20261458,100,100,2,0.0,0.45,0.3,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,4726.298981715244,472629.8981715244,1185671.446269754,39.861793050551,713041.5480982297,0.29,0.59,0.31987083509257763,0.008184141225059578,3.3806663749996915,tw_offline,context_noise_refinement
tm_tw,20261778,100,100,2,0.0,0.45,0.3,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,6313.767859534698,631376.7859534698,1090120.522345913,57.918071718782265,458743.7363924433,0.34,0.6,0.3203341917002901,0.008196849477382941,3.192519665999953,tm_tw_offline,context_noise_refinement
tm_tw_refined,20262606,100,100,2,0.0,0.45,0.3,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,8352.650248382275,835265.0248382274,1199572.4125726107,69.6302295787974,364307.3877343832,0.49,0.69,0.3198544377783567,0.008184573327080662,3.475812667000355,tm_tw_refined_offline,context_noise_refinement
tw,20262070,100,100,2,0.0,0.45,0.3,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,5349.7092712416115,534970.9271241612,1042797.705570432,51.30150596481423,507826.77844627085,0.32,0.56,0.3185313063987329,0.008150716470589596,3.2177716670003065,tw_gated_offline,context_noise_refinement
tm_tw,20262390,100,100,2,0.0,0.45,0.3,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,7405.997495000649,740599.7495000649,1284787.7345630568,57.64374375444479,544187.985062992,0.44,0.68,0.31845168195836665,0.008148679006062507,3.218993167000008,tm_tw_gated_offline,context_noise_refinement
tm_tw_refined,20263218,100,100,2,0.0,0.45,0.3,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,8175.670913735127,817567.0913735128,1155806.712363173,70.73562409945757,338239.62098966027,0.42,0.66,0.32055507538938427,0.008202359402642953,3.339895874999911,tm_tw_refined_gated_offline,context_noise_refinement
tw,20262350,100,100,2,0.0,0.45,0.3,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,8195.515432664757,819551.5432664758,1202997.7150666232,68.12577721488758,383446.1718001474,0.47,0.74,0.07492907783252385,0.000698898127947866,3.1106510829999934,tw_support_offline,context_noise_refinement
tm_tw,20262670,100,100,2,0.0,0.45,0.3,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,7013.420085534908,701342.0085534909,1041868.8406124897,67.3157677065367,340526.8320589989,0.41,0.64,0.07378932692697254,0.0006860814709883959,3.092066917000011,tm_tw_support_offline,context_noise_refinement
tm_tw_refined,20263498,100,100,2,0.0,0.45,0.3,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,8353.269692861622,835326.9692861622,1084468.4529063513,77.02639639239891,249141.48362018913,0.55,0.76,0.07418851042673319,0.0006837547037975661,3.1962314170000354,tm_tw_refined_support_offline,context_noise_refinement
oracle,20261642,100,100,2,0.0,0.45,0.3,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,9098.027818688048,909802.7818688047,988177.1517955346,92.0687935574788,78374.36992672994,0.76,0.9,0.37601503006012027,0.009621634787959594,0.025746124999841413,oracle,context_noise_refinement
state_thompson,20262540,100,100,2,0.0,0.45,0.3,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,4600.650523414093,460065.0523414093,1014714.8611804044,45.339343094494716,554649.8088389952,0.31,0.49,0.376287662626841,0.00962861102768031,0.028394166999987647,state_thompson,context_noise_refinement
global_ucb_tw,20262376,100,100,2,0.0,0.45,0.3,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,4593.150113315543,459315.0113315544,1026295.0447877995,44.75467495085918,566980.0334562451,0.36,0.58,0.37667341826510164,0.009638481909352636,3.6274664580000717,global_ucb_tw_dense,context_noise_refinement
local_ucb_tw,20262274,100,100,2,0.0,0.45,0.3,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5176.1523925384945,517615.2392538495,1000885.9885086593,51.715704405564395,483270.7492548098,0.29,0.55,0.3780072605528517,0.009672612841181124,3.781278417000067,local_ucb_tw_dense,context_noise_refinement
exp4,20261397,100,100,2,0.0,0.45,0.3,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5256.101685697337,525610.1685697337,1014727.7899429256,51.79814466294426,489117.6213731918,0.31,0.69,0.3771498234564367,0.00965067237089185,3.3383110419999866,exp4_dense,context_noise_refinement
tw,20261247,100,100,2,0.0,0.45,0.3,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,4210.136162406701,421013.6162406701,874090.3215467639,48.165916709346135,453076.7053060938,0.27,0.39,0.3757189617329898,0.00961405886389221,3.235343124999872,tw_dense,context_noise_refinement
tm_tw,20261567,100,100,2,0.0,0.45,0.3,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6449.8887877047655,644988.8787704766,1030217.2788718023,62.60707250773431,385228.4001013257,0.34,0.54,0.3757177609186627,0.009614028136937222,3.015142916000059,tm_tw_dense,context_noise_refinement
tm_tw_refined,20262395,100,100,2,0.0,0.45,0.3,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,3521.438803558444,352143.8803558444,894690.1173581112,39.35931262945809,542546.2370022668,0.25,0.59,0.3764390368037662,0.009632484455416616,3.6111988749999,tm_tw_refined_dense,context_noise_refinement
tw,20261459,100,100,2,0.0,0.45,0.3,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,3982.3437155611687,398234.37155611685,1032406.1312366907,38.57342178693602,634171.7596805738,0.26,0.52,0.319242809433835,0.008168922717167511,3.2202170830000796,tw_offline,context_noise_refinement
tm_tw,20261779,100,100,2,0.0,0.45,0.3,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,6301.736942271748,630173.6942271749,965730.9181593381,65.25354862079719,335557.2239321632,0.39,0.58,0.3204796865703191,0.008200572462878275,3.1577314589999332,tm_tw_offline,context_noise_refinement
tm_tw_refined,20262607,100,100,2,0.0,0.45,0.3,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,6745.1014973299925,674510.1497329993,1071038.9091924757,62.977184483573545,396528.75945947645,0.39,0.62,0.31935789651860674,0.00817014583314684,3.0603314999998474,tm_tw_refined_offline,context_noise_refinement
tw,20262071,100,100,2,0.0,0.45,0.3,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,3559.8077434816714,355980.7743481671,1030986.1767587543,34.528181111730355,675005.4024105872,0.15,0.47,0.3196553784673874,0.008179479711564857,3.0857184999999845,tw_gated_offline,context_noise_refinement
